"Marke,Zulassung,PS,Kilometerstand,Preis"
"audi,2010,239,""150,000km"",""$16,490"""
"renault,2000,0,""150,000km"",$900"
"alfa_romeo,2000,120,""150,000km"",$900"
"fiat,1998,54,""150,000km"",$600"
"jaguar,1998,284,""150,000km"",""$1,250"""
"audi,2003,163,""150,000km"",""$3,900"""
"bmw,2005,163,""150,000km"",""$5,800"""
"sonstige_autos,1978,69,""30,000km"",""$4,000"""
"ford,1999,75,""150,000km"",$250"
"daihatsu,1998,0,""150,000km"",$999"
"peugeot,2004,136,""150,000km"",""$2,100"""
"audi,2014,105,""20,000km"",""$17,900"""
"volkswagen,2007,170,""150,000km"",""$4,500"""
"volkswagen,2005,0,""150,000km"",""$2,500"""
"volkswagen,1998,0,""150,000km"",$800"
"volkswagen,2005,0,""100,000km"",""$4,950"""
"audi,2014,86,""20,000km"",""$17,800"""
"smart,2000,60,""125,000km"",""$1,840"""
"mazda,2006,147,""125,000km"",""$5,900"""
"ford,1994,196,""150,000km"",$0"
"volkswagen,2006,0,""150,000km"",$0"
"alfa_romeo,2003,250,""150,000km"",""$3,999"""
"mercedes_benz,2008,170,""150,000km"",""$8,999"""
"opel,2004,0,""150,000km"",""$1,200"""
"mercedes_benz,1999,125,""150,000km"",$799"
"volkswagen,2006,80,""150,000km"",""$3,190"""
"opel,2016,68,""150,000km"",$500"
"opel,2002,163,""150,000km"",""$2,700"""
"bmw,2000,193,""150,000km"",""$1,750"""
"peugeot,2008,95,""90,000km"",""$4,699"""
"audi,2007,232,""150,000km"",""$8,990"""
"alfa_romeo,2001,120,""125,000km"",""$1,399"""
"bmw,1996,140,""150,000km"",$990"
"volkswagen,2005,450,""150,000km"",""$7,699"""
"alfa_romeo,2010,200,""100,000km"",""$6,900"""
"bmw,1991,113,""150,000km"",""$1,999"""
"mazda,2005,105,""150,000km"",""$2,250"""
"ford,2001,101,""100,000km"",""$1,500"""
"volkswagen,2007,122,""150,000km"",""$5,000"""
"opel,2000,116,""150,000km"",$300"
"fiat,2005,60,""80,000km"",""$2,800"""
"ford,1982,180,""125,000km"",""$3,500"""
"mercedes_benz,2012,109,""150,000km"",""$5,750"""
"volkswagen,1997,102,""150,000km"",""$6,499"""
"volkswagen,2006,101,""150,000km"",""$5,990"""
"volkswagen,1997,50,""150,000km"",$550"
"bmw,2010,245,""150,000km"",""$21,900"""
"peugeot,2002,107,""150,000km"",""$1,490"""
"opel,2018,0,""150,000km"",""$2,000"""
"ford,2001,75,""150,000km"",""$1,800"""
"audi,2005,163,""150,000km"",""$3,700"""
"mercedes_benz,2009,147,""150,000km"",""$15,999"""
"renault,2016,58,""150,000km"",$400"
"ford,2000,0,""150,000km"",$80"
"audi,2012,245,""150,000km"",""$19,500"""
"volkswagen,1998,90,""150,000km"",""$1,550"""
"bmw,1997,0,""150,000km"",""$1,750"""
"volkswagen,2011,105,""80,000km"",""$14,600"""
"volkswagen,2014,105,""30,000km"",""$16,100"""
"mini,2003,90,""150,000km"",""$3,200"""
"audi,2005,163,""150,000km"",""$8,750"""
"volkswagen,2002,150,""150,000km"",""$1,750"""
"audi,2011,143,""5,000km"",""$11,000"""
"bmw,2012,340,""40,000km"",""$37,500"""
"ford,2000,60,""150,000km"",$500"
"ford,2012,82,""30,000km"",""$8,950"""
"mercedes_benz,1992,180,""150,000km"",""$7,500"""
"mercedes_benz,2001,0,""150,000km"",""$2,099"""
"porsche,2004,250,""150,000km"",""$9,999"""
"bmw,1997,102,""150,000km"",""$1,649"""
"mercedes_benz,2009,95,""50,000km"",""$8,200"""
"audi,2003,131,""150,000km"",""$4,800"""
"seat,1999,50,""150,000km"",""$1,000"""
"renault,1998,98,""150,000km"",$500"
"alfa_romeo,2000,144,""150,000km"",$950"
"volkswagen,2004,140,""150,000km"",""$4,250"""
"daihatsu,2002,87,""90,000km"",""$1,800"""
"bmw,1995,150,""150,000km"",$800"
"volkswagen,2001,102,""100,000km"",""$3,299"""
"bmw,2000,140,""5,000km"",$275"
"sonstige_autos,2004,4,""30,000km"",""$2,400"""
"volkswagen,2010,140,""150,000km"",""$17,999"""
"volkswagen,1998,60,""150,000km"",$650"
"volkswagen,2000,75,""150,000km"",$600"
"peugeot,2001,109,""150,000km"",""$2,200"""
"volkswagen,1998,193,""150,000km"",""$1,200"""
"bmw,2006,163,""150,000km"",""$6,290"""
"volkswagen,2018,105,""150,000km"",""$6,250"""
"volkswagen,2000,0,""150,000km"",$198"
"volkswagen,1998,60,""150,000km"",$590"
"nissan,1998,54,""125,000km"",$800"
"volkswagen,2015,125,""10,000km"",""$19,900"""
"renault,1994,54,""150,000km"",$500"
"bmw,2003,116,""150,000km"",""$3,450"""
"bmw,1999,105,""150,000km"",""$1,299"""
"volkswagen,2010,140,""100,000km"",""$18,900"""
"ford,2011,140,""100,000km"",""$14,450"""
"bmw,2010,177,""100,000km"",""$16,900"""
"volkswagen,2005,90,""150,000km"",""$3,499"""
"peugeot,2003,136,""150,000km"",""$2,999"""
"mazda,2003,150,""125,000km"",""$3,000"""
"saab,2001,150,""150,000km"",$970"
"ford,1998,131,""150,000km"",$600"
"volkswagen,2004,50,""125,000km"",""$3,000"""
"mitsubishi,2004,109,""150,000km"",""$2,950"""
"mercedes_benz,1982,60,""150,000km"",""$3,900"""
"audi,2002,150,""150,000km"",""$3,899"""
"sonstige_autos,2007,5,""5,000km"",""$7,500"""
"opel,1994,45,""90,000km"",""$1,250"""
"bmw,2011,245,""150,000km"",""$18,000"""
"volkswagen,2007,140,""125,000km"",""$9,895"""
"mercedes_benz,2001,82,""150,000km"",$950"
"audi,1997,101,""125,000km"",""$1,600"""
"bmw,2004,177,""150,000km"",""$8,500"""
"ford,2010,90,""125,000km"",""$6,800"""
"opel,2011,87,""125,000km"",""$6,299"""
"subaru,2008,150,""150,000km"",""$3,250"""
"toyota,2008,129,""80,000km"",""$7,950"""
"opel,2010,100,""125,000km"",""$5,300"""
"bmw,1998,102,""150,000km"",""$2,400"""
"volkswagen,2002,60,""150,000km"",$450"
"ford,2009,175,""125,000km"",""$11,500"""
"volkswagen,1995,44,""150,000km"",$400"
"volkswagen,1992,54,""125,000km"",$450"
"volvo,2004,136,""150,000km"",""$3,700"""
"volvo,1996,121,""150,000km"",$0"
"volkswagen,1992,90,""150,000km"",$990"
"bmw,2005,231,""150,000km"",""$6,500"""
"citroen,2007,136,""90,000km"",""$6,999"""
"alfa_romeo,2002,166,""150,000km"",""$2,450"""
"sonstige_autos,2015,155,""20,000km"",""$23,500"""
"renault,1997,75,""125,000km"",$1"
"volkswagen,2001,105,""150,000km"",""$2,800"""
"mercedes_benz,1997,136,""150,000km"",""$1,990"""
"volkswagen,2005,0,""5,000km"",""$4,300"""
"fiat,2002,60,""150,000km"",$0"
"opel,2000,101,""150,000km"",""$1,750"""
"volkswagen,2007,116,""125,000km"",""$6,666"""
"nissan,2016,0,""150,000km"",$800"
"volkswagen,2004,140,""150,000km"",""$5,900"""
"ford,2001,115,""150,000km"",$650"
"ford,2015,179,""5,000km"",""$31,900"""
"ford,1995,170,""150,000km"",$400"
"volkswagen,2008,105,""125,000km"",""$7,490"""
"mercedes_benz,2002,82,""150,000km"",""$1,550"""
"seat,1997,116,""150,000km"",""$1,900"""
"volkswagen,2001,50,""150,000km"",$999"
"audi,2011,239,""125,000km"",""$9,500"""
"opel,1998,55,""125,000km"",$950"
"renault,2001,0,""150,000km"",""$1,150"""
"audi,2001,179,""150,000km"",$999"
"opel,2005,101,""125,000km"",""$3,200"""
"mazda,2006,160,""90,000km"",""$10,500"""
"rover,2001,62,""150,000km"",$900"
"mercedes_benz,1994,150,""50,000km"",""$2,900"""
"citroen,2008,158,""150,000km"",""$6,200"""
"kia,2006,65,""100,000km"",""$2,750"""
"audi,2015,86,""10,000km"",""$19,000"""
"audi,2005,344,""150,000km"",""$11,500"""
"volkswagen,1994,0,""150,000km"",$690"
"audi,2011,450,""40,000km"",""$44,777"""
"chrysler,2001,141,""150,000km"",""$1,550"""
"opel,2011,160,""150,000km"",""$11,399"""
"volkswagen,1996,90,""150,000km"",$0"
"mercedes_benz,1997,136,""150,000km"",""$2,400"""
"bmw,1992,150,""150,000km"",$599"
"ford,2009,90,""90,000km"",""$6,750"""
"volkswagen,1994,77,""150,000km"",$999"
"ford,1999,170,""150,000km"",$150"
"volkswagen,2001,101,""150,000km"",""$2,750"""
"bmw,1994,102,""150,000km"",$500"
"honda,2002,81,""150,000km"",""$1,100"""
"audi,1998,125,""150,000km"",""$1,500"""
"alfa_romeo,2006,260,""125,000km"",""$8,800"""
"skoda,2000,101,""150,000km"",""$1,699"""
"opel,2000,54,""150,000km"",$900"
"seat,2005,64,""150,000km"",""$1,950"""
"audi,2008,239,""150,000km"",""$18,977"""
"mercedes_benz,1999,125,""150,000km"",""$1,350"""
"peugeot,2004,110,""150,000km"",""$3,990"""
"alfa_romeo,1995,150,""150,000km"",""$2,900"""
"opel,1999,75,""125,000km"",""$1,599"""
"bmw,2004,150,""150,000km"",""$4,200"""
"bmw,1999,105,""150,000km"",""$1,000"""
"audi,1995,125,""150,000km"",""$1,200"""
"renault,2016,200,""5,000km"",""$20,900"""
"ford,2011,73,""80,000km"",""$7,890"""
"mazda,1997,88,""150,000km"",$200"
"opel,2001,0,""125,000km"",$600"
"renault,2016,0,""150,000km"",$399"
"bmw,2008,143,""90,000km"",""$11,500"""
"volkswagen,1999,50,""150,000km"",$700"
"ford,2001,101,""150,000km"",$699"
"peugeot,2005,110,""150,000km"",""$3,990"""
"fiat,2009,54,""40,000km"",""$2,400"""
"opel,2014,120,""30,000km"",""$13,990"""
"opel,1999,116,""150,000km"",""$1,050"""
"mercedes_benz,2006,272,""60,000km"",""$16,700"""
"bmw,2000,105,""125,000km"",""$3,485"""
"volkswagen,2004,116,""150,000km"",""$4,700"""
"volkswagen,2004,131,""150,000km"",""$3,300"""
"bmw,2011,177,""70,000km"",""$17,850"""
"volkswagen,1997,60,""150,000km"",""$1,100"""
"peugeot,2007,68,""125,000km"",""$3,250"""
"volkswagen,2013,60,""30,000km"",""$6,300"""
"mercedes_benz,1999,95,""150,000km"",""$1,050"""
"mazda,2003,145,""70,000km"",""$6,890"""
"volvo,1999,105,""150,000km"",$0"
"volvo,2003,163,""150,000km"",""$4,699"""
"mercedes_benz,2012,136,""125,000km"",""$15,000"""
"volkswagen,2000,60,""150,000km"",""$1,650"""
"opel,2000,54,""125,000km"",$999"
"mazda,1998,88,""150,000km"",$500"
"volkswagen,1998,0,""125,000km"",$1"
"mercedes_benz,1989,0,""150,000km"",""$4,900"""
"mercedes_benz,1996,0,""150,000km"",""$1,700"""
"audi,1996,125,""150,000km"",""$1,400"""
"ford,1997,60,""70,000km"",$550"
"bmw,2000,285,""150,000km"",""$1,999"""
"opel,2002,58,""125,000km"",""$1,350"""
"audi,1997,0,""150,000km"",""$1,299"""
"daihatsu,1999,0,""40,000km"",""$2,500"""
"volkswagen,2017,45,""150,000km"",$750"
"volkswagen,2001,0,""150,000km"",""$2,000"""
"bmw,1996,102,""150,000km"",""$1,450"""
"mercedes_benz,2006,136,""150,000km"",""$7,500"""
"chevrolet,1977,170,""60,000km"",""$7,800"""
"seat,2015,150,""20,000km"",""$19,500"""
"audi,2008,232,""70,000km"",""$20,490"""
"opel,1998,45,""150,000km"",$300"
"renault,2000,80,""150,000km"",$850"
"peugeot,2005,136,""150,000km"",""$4,290"""
"nissan,1999,0,""150,000km"",""$1,200"""
"opel,1998,136,""150,000km"",$400"
"peugeot,2008,204,""125,000km"",""$10,000"""
"opel,2007,140,""150,000km"",""$4,600"""
"opel,2006,101,""150,000km"",""$4,190"""
"ford,2001,90,""150,000km"",$900"
"opel,2000,170,""150,000km"",""$3,400"""
"peugeot,1997,0,""150,000km"",""$1,000"""
"opel,2005,80,""150,000km"",""$2,750"""
"bmw,2010,177,""125,000km"",""$16,500"""
"sonstige_autos,1978,160,""80,000km"",""$3,500"""
"opel,2010,69,""60,000km"",""$5,500"""
"audi,2001,0,""150,000km"",""$3,999"""
"renault,1995,107,""150,000km"",$300"
"ford,1997,60,""150,000km"",$150"
"kia,2009,0,""70,000km"",""$6,900"""
"nissan,1997,54,""150,000km"",""$1,500"""
"opel,2008,90,""40,000km"",""$6,500"""
"ford,2011,182,""70,000km"",""$12,000"""
"kia,2004,136,""150,000km"",$700"
"mercedes_benz,1986,185,""150,000km"",""$15,600"""
"volkswagen,2000,101,""150,000km"",""$1,750"""
"mercedes_benz,1974,165,""150,000km"",""$11,350"""
"audi,2007,140,""150,000km"",""$7,400"""
"volkswagen,2012,75,""40,000km"",""$8,500"""
"audi,2006,140,""150,000km"",""$6,600"""
"land_rover,1996,113,""150,000km"",""$2,250"""
"fiat,2000,60,""150,000km"",$500"
"volkswagen,1999,116,""150,000km"",""$1,499"""
"volkswagen,2016,116,""150,000km"",""$2,300"""
"renault,2006,131,""150,000km"",""$3,900"""
"volkswagen,2004,105,""150,000km"",""$4,500"""
"mercedes_benz,1999,82,""150,000km"",""$1,499"""
"audi,1996,125,""150,000km"",$600"
"skoda,2003,64,""150,000km"",$899"
"opel,2001,0,""150,000km"",$950"
"volkswagen,1982,72,""125,000km"",""$1,500"""
"dacia,2006,87,""40,000km"",""$1,800"""
"opel,2011,140,""90,000km"",""$11,400"""
"mercedes_benz,1999,306,""150,000km"",""$7,999"""
"seat,2008,60,""100,000km"",""$2,990"""
"audi,2002,179,""150,000km"",""$4,499"""
"porsche,1999,300,""150,000km"",""$13,911"""
"audi,2011,170,""150,000km"",""$16,200"""
"peugeot,2000,69,""125,000km"",""$4,950"""
"volkswagen,2005,131,""80,000km"",""$10,900"""
"bmw,2003,143,""150,000km"",""$1,550"""
"bmw,2002,170,""150,000km"",""$2,500"""
"mercedes_benz,2004,122,""150,000km"",""$6,300"""
"audi,1984,90,""50,000km"",$400"
"land_rover,1999,0,""150,000km"",""$2,100"""
"renault,2017,0,""150,000km"",$499"
"opel,2001,75,""150,000km"",$890"
"ford,1995,90,""125,000km"",$333"
"opel,1998,54,""150,000km"",$555"
"volkswagen,2006,150,""150,000km"",""$7,500"""
"opel,2004,105,""150,000km"",""$3,900"""
"opel,2018,0,""150,000km"",$750"
"skoda,2006,70,""150,000km"",""$2,300"""
"seat,2002,64,""150,000km"",""$1,800"""
"volkswagen,1985,50,""150,000km"",""$5,900"""
"seat,2005,116,""150,000km"",""$3,650"""
"kia,2005,65,""150,000km"",""$1,800"""
"dacia,2012,84,""30,000km"",""$5,400"""
"volkswagen,2003,64,""150,000km"",""$2,499"""
"volkswagen,2003,64,""150,000km"",""$3,000"""
"opel,2010,80,""80,000km"",""$4,800"""
"volkswagen,2002,64,""100,000km"",""$2,990"""
"trabant,1990,0,""150,000km"",$0"
"fiat,2005,115,""125,000km"",""$2,499"""
"audi,2017,0,""150,000km"",$850"
"ford,1995,100,""150,000km"",$888"
"mercedes_benz,2001,0,""150,000km"",""$2,800"""
"mitsubishi,2018,75,""150,000km"",$999"
"renault,2000,58,""150,000km"",""$1,150"""
"opel,2000,136,""150,000km"",""$2,290"""
"ford,2003,100,""150,000km"",""$1,800"""
"renault,2002,0,""150,000km"",""$1,000"""
"ford,2002,116,""150,000km"",""$2,250"""
"peugeot,2002,136,""125,000km"",""$3,950"""
"renault,2009,58,""60,000km"",""$3,700"""
"porsche,2010,239,""80,000km"",""$36,000"""
"opel,2005,60,""40,000km"",""$2,900"""
"volkswagen,2015,0,""5,000km"",$110"
"land_rover,1997,136,""150,000km"",""$5,000"""
"peugeot,2002,136,""150,000km"",$499"
"volkswagen,2000,101,""150,000km"",""$2,999"""
"bmw,2015,190,""20,000km"",""$33,900"""
"mercedes_benz,1999,60,""150,000km"",""$1,700"""
"chevrolet,2011,184,""50,000km"",""$19,199"""
"volkswagen,2016,105,""150,000km"",""$5,900"""
"fiat,2006,75,""150,000km"",""$3,499"""
"bmw,1990,136,""150,000km"",""$3,950"""
"audi,2014,300,""20,000km"",""$38,000"""
"peugeot,2004,136,""150,000km"",""$3,360"""
"volkswagen,2004,313,""125,000km"",""$13,900"""
"audi,2003,105,""150,000km"",""$2,500"""
"volkswagen,2003,101,""150,000km"",""$3,950"""
"mercedes_benz,2008,116,""90,000km"",""$8,199"""
"mitsubishi,1999,0,""150,000km"",$750"
"fiat,2009,77,""125,000km"",""$4,000"""
"opel,2007,60,""150,000km"",""$1,950"""
"mazda,2003,150,""150,000km"",""$3,980"""
"mini,2002,116,""100,000km"",""$5,200"""
"opel,2005,101,""125,000km"",""$3,100"""
"ford,2001,95,""150,000km"",""$1,250"""
"ford,2016,60,""150,000km"",$750"
"bmw,2005,204,""150,000km"",""$8,200"""
"volkswagen,2008,140,""150,000km"",""$15,200"""
"volkswagen,2008,160,""150,000km"",""$10,500"""
"bmw,1997,102,""150,000km"",$700"
"opel,2009,131,""150,000km"",""$8,500"""
"ford,2004,101,""150,000km"",""$1,390"""
"bmw,2010,197,""150,000km"",""$13,780"""
"audi,1997,125,""30,000km"",""$1,050"""
"bmw,2011,184,""150,000km"",""$17,300"""
"ford,2000,0,""100,000km"",$300"
"nissan,2013,117,""50,000km"",""$13,500"""
"volkswagen,1994,115,""150,000km"",""$1,150"""
"volkswagen,1999,101,""150,000km"",""$2,750"""
"bmw,2008,197,""125,000km"",""$14,500"""
"bmw,2006,177,""150,000km"",""$8,800"""
"opel,1996,82,""125,000km"",$699"
"fiat,2000,0,""100,000km"",""$2,900"""
"fiat,2009,0,""125,000km"",""$3,550"""
"volkswagen,1998,150,""150,000km"",""$1,700"""
"volkswagen,2007,54,""40,000km"",""$3,000"""
"volkswagen,1999,140,""150,000km"",""$3,500"""
"mercedes_benz,2005,109,""150,000km"",""$3,600"""
"bmw,2003,184,""150,000km"",""$9,500"""
"porsche,2009,265,""20,000km"",""$34,800"""
"toyota,1999,85,""125,000km"",""$1,400"""
"volkswagen,2006,200,""60,000km"",""$10,900"""
"mini,2009,125,""80,000km"",""$7,999"""
"renault,2011,110,""60,000km"",""$14,999"""
"opel,2003,101,""150,000km"",""$2,550"""
"seat,2013,0,""30,000km"",""$15,000"""
"audi,2009,120,""150,000km"",""$14,500"""
"ford,2002,60,""150,000km"",$649"
"renault,2001,58,""125,000km"",""$1,050"""
"opel,2007,0,""150,000km"",""$2,600"""
"opel,1995,0,""150,000km"",$800"
"fiat,2007,101,""150,000km"",""$6,699"""
"volkswagen,2003,0,""150,000km"",""$18,300"""
"opel,2005,69,""150,000km"",""$2,300"""
"opel,2000,75,""150,000km"",""$1,650"""
"trabant,1980,35,""70,000km"",$550"
"ford,1998,90,""150,000km"",$350"
"bmw,2010,408,""100,000km"",""$26,500"""
"nissan,2017,150,""100,000km"",""$12,100"""
"mercedes_benz,2003,218,""150,000km"",""$9,900"""
"volkswagen,2010,105,""150,000km"",""$10,990"""
"bmw,2003,150,""150,000km"",""$3,000"""
"renault,1997,54,""150,000km"",$200"
"ford,2000,116,""150,000km"",""$3,800"""
"ford,2004,155,""150,000km"",""$3,990"""
"skoda,2005,102,""100,000km"",""$5,999"""
"ford,2000,60,""60,000km"",""$1,000"""
"bmw,2012,245,""100,000km"",""$33,000"""
"volkswagen,2006,115,""150,000km"",""$2,999"""
"volkswagen,2004,0,""150,000km"",""$4,900"""
"fiat,2002,110,""150,000km"",""$2,700"""
"suzuki,2010,86,""40,000km"",""$4,950"""
"mercedes_benz,1997,136,""150,000km"",""$2,399"""
"ford,1994,53,""90,000km"",$250"
"opel,2005,83,""150,000km"",""$3,900"""
"seat,2001,60,""150,000km"",""$1,450"""
"ford,2001,75,""90,000km"",""$1,111"""
"mitsubishi,2001,0,""150,000km"",$550"
"mercedes_benz,1996,79,""150,000km"",""$3,300"""
"bmw,2005,231,""150,000km"",""$9,800"""
"bmw,1999,170,""150,000km"",""$2,800"""
"volkswagen,1999,75,""150,000km"",""$2,000"""
"renault,1998,60,""150,000km"",$290"
"mini,2010,184,""60,000km"",""$14,500"""
"volkswagen,2007,140,""150,000km"",""$6,299"""
"audi,2012,125,""70,000km"",""$14,000"""
"mazda,2001,101,""150,000km"",""$2,000"""
"fiat,2006,69,""150,000km"",""$1,200"""
"ford,2005,69,""100,000km"",""$1,650"""
"mini,2007,95,""80,000km"",""$7,777"""
"ford,2003,69,""125,000km"",""$2,500"""
"opel,2008,110,""150,000km"",""$6,500"""
"mercedes_benz,2009,136,""150,000km"",""$8,450"""
"volkswagen,1995,90,""150,000km"",$400"
"volkswagen,1994,60,""150,000km"",$850"
"bmw,2010,272,""150,000km"",""$6,500"""
"volkswagen,1999,50,""150,000km"",""$1,000"""
"volkswagen,1984,90,""150,000km"",""$1,300"""
"bmw,2005,218,""150,000km"",""$9,900"""
"mini,2004,90,""150,000km"",""$3,500"""
"audi,2011,177,""60,000km"",""$23,000"""
"honda,2005,140,""150,000km"",""$6,200"""
"volkswagen,2002,101,""150,000km"",""$2,950"""
"ford,1997,0,""150,000km"",$650"
"opel,2016,100,""150,000km"",$450"
"opel,1978,110,""150,000km"",""$2,000"""
"suzuki,2000,65,""100,000km"",""$1,300"""
"audi,2004,175,""150,000km"",""$5,999"""
"bmw,2015,150,""20,000km"",""$28,500"""
"opel,2008,150,""125,000km"",""$10,500"""
"audi,2000,125,""125,000km"",""$3,590"""
"bmw,2009,143,""125,000km"",""$9,290"""
"bmw,1997,102,""150,000km"",$0"
"peugeot,2004,128,""150,000km"",""$2,099"""
"volkswagen,1985,70,""150,000km"",""$2,190"""
"bmw,2001,170,""150,000km"",""$2,650"""
"ford,2000,101,""150,000km"",""$1,250"""
"volkswagen,1993,60,""150,000km"",$250"
"citroen,2009,68,""80,000km"",$0"
"renault,2016,0,""150,000km"",$555"
"volkswagen,2013,102,""70,000km"",""$12,500"""
"ford,2006,80,""150,000km"",""$3,500"""
"volkswagen,2003,136,""150,000km"",""$4,399"""
"honda,2017,90,""150,000km"",$800"
"opel,1996,60,""150,000km"",$800"
"opel,1997,60,""150,000km"",$499"
"ford,2017,0,""150,000km"",$350"
"toyota,2007,68,""125,000km"",""$2,750"""
"bmw,2011,143,""80,000km"",""$18,500"""
"smart,1999,0,""150,000km"",""$1,500"""
"bmw,2007,163,""150,000km"",""$7,200"""
"peugeot,2005,109,""150,000km"",""$3,589"""
"nissan,2003,85,""150,000km"",$0"
"citroen,2007,90,""150,000km"",""$5,000"""
"smart,1999,54,""100,000km"",""$2,500"""
"chrysler,1998,133,""150,000km"",""$1,000"""
"ford,1999,60,""125,000km"",$780"
"bmw,2001,192,""20,000km"",""$5,500"""
"volkswagen,1998,125,""150,000km"",$750"
"skoda,2000,90,""40,000km"",""$1,450"""
"seat,2004,102,""150,000km"",""$2,850"""
"mercedes_benz,2005,109,""80,000km"",""$7,990"""
"lada,2002,82,""70,000km"",""$1,299"""
"volkswagen,1991,75,""150,000km"",""$1,500"""
"renault,2002,107,""150,000km"",""$1,300"""
"suzuki,2003,83,""150,000km"",""$3,000"""
"opel,2013,87,""40,000km"",""$8,999"""
"nissan,2016,80,""5,000km"",""$10,490"""
"volkswagen,1998,0,""150,000km"",$800"
"ford,2006,75,""150,000km"",""$1,850"""
"skoda,2009,69,""90,000km"",""$1,700"""
"volkswagen,2017,107,""150,000km"",""$7,999"""
"opel,2008,140,""50,000km"",""$8,600"""
"mazda,2002,0,""60,000km"",""$2,999"""
"volkswagen,2001,88,""150,000km"",""$4,200"""
"volkswagen,2011,80,""100,000km"",""$8,999"""
"mercedes_benz,1995,75,""150,000km"",""$1,200"""
"volkswagen,2010,179,""150,000km"",""$20,000"""
"opel,1997,60,""150,000km"",$900"
"volkswagen,1987,72,""150,000km"",$999"
"volkswagen,1999,116,""150,000km"",""$3,100"""
"opel,2016,0,""150,000km"",$650"
"alfa_romeo,2000,150,""150,000km"",""$1,700"""
"hyundai,2005,0,""150,000km"",""$2,600"""
"mercedes_benz,1984,72,""150,000km"",""$1,399"""
"volkswagen,2000,75,""150,000km"",$990"
"volkswagen,2016,0,""150,000km"",$850"
"audi,2001,75,""150,000km"",""$2,400"""
"opel,1996,90,""150,000km"",$200"
"renault,2013,116,""30,000km"",""$12,000"""
"peugeot,2010,120,""80,000km"",""$7,930"""
"ford,2001,110,""150,000km"",""$1,100"""
"mercedes_benz,1995,122,""125,000km"",""$1,950"""
"volkswagen,1997,101,""150,000km"",$150"
"volkswagen,1990,0,""150,000km"",$250"
"mazda,2005,145,""150,000km"",""$3,900"""
"nissan,2010,48,""20,000km"",""$6,800"""
"volkswagen,2008,170,""150,000km"",""$9,500"""
"volkswagen,2003,0,""150,000km"",""$2,000"""
"mini,2005,90,""125,000km"",""$3,850"""
"peugeot,2000,90,""150,000km"",$500"
"volkswagen,1996,75,""150,000km"",""$1,450"""
"bmw,1996,0,""150,000km"",""$1,000"""
"hyundai,2006,0,""150,000km"",""$1,950"""
"audi,2002,155,""150,000km"",""$2,600"""
"chrysler,2001,141,""150,000km"",""$1,500"""
"opel,2003,0,""150,000km"",""$3,500"""
"ford,1964,0,""5,000km"",""$2,800"""
"volkswagen,1996,90,""150,000km"",$700"
"opel,1992,150,""150,000km"",""$1,900"""
"mercedes_benz,2013,109,""50,000km"",""$17,899"""
"seat,1995,60,""150,000km"",$1"
"volkswagen,2008,140,""100,000km"",""$9,500"""
"ford,2006,59,""80,000km"",$400"
"bmw,1997,102,""150,000km"",""$1,000"""
"dacia,2009,75,""30,000km"",""$5,100"""
"ford,2006,68,""150,000km"",""$2,490"""
",NA,NA,NA,NA"
"opel,2003,125,""150,000km"",""$3,000"""
"bmw,2001,231,""150,000km"",""$5,200"""
"peugeot,1999,60,""150,000km"",$500"
"mercedes_benz,2005,95,""125,000km"",""$4,199"""
"hyundai,2012,136,""150,000km"",""$11,000"""
"audi,2002,150,""150,000km"",""$2,950"""
"mazda,1996,0,""150,000km"",$450"
"mercedes_benz,1997,193,""150,000km"",""$1,200"""
"renault,2006,86,""125,000km"",""$3,999"""
"mercedes_benz,1994,134,""150,000km"",""$1,000"""
"bmw,1997,101,""150,000km"",""$1,850"""
"opel,2012,160,""70,000km"",""$19,500"""
"mercedes_benz,2002,177,""150,000km"",""$7,500"""
"ford,2005,125,""125,000km"",""$2,500"""
"ford,2003,116,""150,000km"",""$1,200"""
"volkswagen,1996,75,""150,000km"",$750"
"volkswagen,2006,80,""150,000km"",""$4,899"""
"ford,2007,125,""70,000km"",""$4,950"""
"skoda,2000,68,""150,000km"",""$1,650"""
"volkswagen,2002,75,""150,000km"",""$3,200"""
"audi,1992,0,""150,000km"",""$1,500"""
"hyundai,2010,184,""150,000km"",""$13,000"""
"opel,2017,100,""150,000km"",""$1,200"""
"bmw,1999,102,""150,000km"",""$1,200"""
"porsche,2016,500,""5,000km"",""$265,000"""
"mercedes_benz,2000,82,""150,000km"",""$1,200"""
"fiat,2009,74,""100,000km"",""$4,100"""
"bmw,2007,235,""150,000km"",""$10,980"""
"renault,1995,0,""150,000km"",$150"
"opel,2006,101,""150,000km"",""$3,199"""
"mercedes_benz,2008,0,""150,000km"",""$4,100"""
"bmw,2006,231,""150,000km"",""$10,450"""
"volkswagen,1998,101,""150,000km"",""$1,300"""
"volkswagen,1997,50,""125,000km"",""$1,600"""
"bmw,2006,163,""125,000km"",""$12,900"""
"bmw,1994,116,""150,000km"",""$1,850"""
"mercedes_benz,2002,177,""150,000km"",""$6,200"""
"kia,2011,0,""30,000km"",""$14,500"""
"ford,1995,60,""150,000km"",$500"
"renault,2017,60,""150,000km"",$890"
"opel,2007,140,""80,000km"",$1"
"ford,2003,116,""125,000km"",""$2,900"""
"volkswagen,2003,110,""150,000km"",""$3,450"""
"audi,2000,0,""150,000km"",""$1,700"""
"volkswagen,2002,50,""125,000km"",""$1,380"""
"bmw,2005,177,""150,000km"",""$6,990"""
"volkswagen,1999,75,""125,000km"",""$2,200"""
