year,month,day,dep_time,sched_dep_time,dep_delay,arr_time,sched_arr_time,arr_delay,carrier,flight,tailnum,origin,dest,air_time,distance,hour,minute,time_hour
2013,2,7,1128,1130,-2,1344,1334,10,US,1625,N179UW,LGA,CLT,104,544,11,30,2013-02-07T16:00:00Z
2013,2,7,1129,1140,-11,1413,1445,-32,AA,1623,N3CGAA,EWR,MIA,149,1085,11,40,2013-02-07T16:00:00Z
2013,2,7,1129,1134,-5,1331,1345,-14,DL,2219,N316NB,LGA,MSP,157,1020,11,34,2013-02-07T16:00:00Z
2013,2,7,1129,1130,-1,1313,1315,-2,WN,145,N356SW,EWR,STL,147,872,11,30,2013-02-07T16:00:00Z
2013,2,7,1130,1135,-5,1308,1330,-22,MQ,4553,N723MQ,LGA,CLE,72,419,11,35,2013-02-07T16:00:00Z
2013,2,7,1131,1129,2,1438,1437,1,B6,133,N605JB,JFK,RSW,165,1074,11,29,2013-02-07T16:00:00Z
2013,2,7,1131,1130,1,1412,1422,-10,UA,1736,N41135,EWR,MCO,140,937,11,30,2013-02-07T16:00:00Z
2013,2,7,1132,1145,-13,1306,1321,-15,FL,353,N992AT,LGA,CAK,68,397,11,45,2013-02-07T16:00:00Z
2013,2,7,1132,1133,-1,1302,1309,-7,EV,4671,N27200,EWR,RDU,72,416,11,33,2013-02-07T16:00:00Z
2013,2,7,1135,1140,-5,1446,1459,-13,DL,1037,N336NB,LGA,RSW,165,1080,11,40,2013-02-07T16:00:00Z
2013,2,7,1135,1127,8,1348,1353,-5,UA,1625,N12225,EWR,DEN,233,1605,11,27,2013-02-07T16:00:00Z
2013,2,7,1136,1145,-9,1450,1454,-4,DL,1875,N919DL,LGA,TPA,160,1010,11,45,2013-02-07T16:00:00Z
2013,2,7,1138,1140,-2,1446,1450,-4,DL,930,N339NB,LGA,FLL,149,1076,11,40,2013-02-07T16:00:00Z
2013,2,7,1139,1145,-6,1457,1453,4,DL,1174,N332NB,LGA,PBI,153,1035,11,45,2013-02-07T16:00:00Z
2013,2,7,1140,1145,-5,1413,1410,3,DL,401,N308DE,EWR,ATL,125,746,11,45,2013-02-07T16:00:00Z
2013,2,7,1142,1144,-2,1433,1445,-12,UA,1707,N76514,EWR,TPA,152,997,11,44,2013-02-07T16:00:00Z
2013,2,7,1143,1200,-17,1238,1305,-27,US,2126,N954UW,LGA,BOS,34,184,12,0,2013-02-07T17:00:00Z
2013,2,7,1148,1150,-2,1424,1345,39,MQ,4646,N522MQ,LGA,MSP,158,1020,11,50,2013-02-07T16:00:00Z
2013,2,7,1149,1152,-3,1300,1307,-7,EV,4349,N12564,EWR,ORF,52,284,11,52,2013-02-07T16:00:00Z
2013,2,7,1150,1200,-10,1244,1303,-19,B6,1174,N318JB,EWR,BOS,37,200,12,0,2013-02-07T17:00:00Z
2013,2,7,1151,1144,7,1255,1255,0,EV,4264,N11535,EWR,BTV,45,266,11,44,2013-02-07T16:00:00Z
2013,2,7,1151,1200,-9,1331,1330,1,MQ,4601,N534MQ,LGA,BNA,122,764,12,0,2013-02-07T17:00:00Z
2013,2,7,1152,1200,-8,1352,1400,-8,US,1443,N747UW,JFK,CLT,99,541,12,0,2013-02-07T17:00:00Z
2013,2,7,1152,1200,-8,1303,1309,-6,US,2173,N764US,LGA,DCA,46,214,12,0,2013-02-07T17:00:00Z
2013,2,7,1153,1200,-7,1303,1315,-12,MQ,4425,N840MQ,JFK,DCA,53,213,12,0,2013-02-07T17:00:00Z
2013,2,7,1159,1200,-1,1433,1432,1,EV,4090,N15973,EWR,JAX,134,820,12,0,2013-02-07T17:00:00Z
2013,2,7,1159,1200,-1,1511,1529,-18,DL,863,N711ZX,JFK,LAX,341,2475,12,0,2013-02-07T17:00:00Z
2013,2,7,1159,1200,-1,1445,1438,7,DL,1947,N623DL,LGA,ATL,130,762,12,0,2013-02-07T17:00:00Z
2013,2,7,1159,1100,59,1300,1209,51,US,2124,N953UW,LGA,BOS,34,184,11,0,2013-02-07T16:00:00Z
2013,2,7,1200,1205,-5,1522,1520,2,AA,743,N489AA,LGA,DFW,226,1389,12,5,2013-02-07T17:00:00Z
2013,2,7,1200,1205,-5,1345,1345,0,MQ,4431,N722MQ,LGA,RDU,73,431,12,5,2013-02-07T17:00:00Z
2013,2,7,1200,1200,0,1504,1430,34,MQ,4658,N544MQ,LGA,ATL,126,762,12,0,2013-02-07T17:00:00Z
2013,2,7,1200,1200,0,1458,1459,-1,UA,1461,N17719,EWR,IAH,220,1400,12,0,2013-02-07T17:00:00Z
2013,2,7,1201,1205,-4,1307,1325,-18,WN,644,N7732A,EWR,MDW,113,711,12,5,2013-02-07T17:00:00Z
2013,2,7,1205,1155,10,1517,1458,19,B6,625,N274JB,JFK,HOU,227,1428,11,55,2013-02-07T16:00:00Z
2013,2,7,1206,1215,-9,1313,1328,-15,EV,4087,N16546,EWR,PWM,49,284,12,15,2013-02-07T17:00:00Z
2013,2,7,1206,1210,-4,1312,1310,2,WN,477,N714CB,EWR,BWI,42,169,12,10,2013-02-07T17:00:00Z
2013,2,7,1208,1200,8,1438,1447,-9,EV,5371,N371CA,LGA,JAX,120,833,12,0,2013-02-07T17:00:00Z
2013,2,7,1208,1210,-2,1311,1322,-11,B6,42,N265JB,JFK,SYR,45,209,12,10,2013-02-07T17:00:00Z
2013,2,7,1209,1125,44,1350,1305,45,AA,327,N3DLAA,LGA,ORD,124,733,11,25,2013-02-07T16:00:00Z
2013,2,7,1211,1200,11,1516,1510,6,AA,3,N323AA,JFK,LAX,340,2475,12,0,2013-02-07T17:00:00Z
2013,2,7,1212,1217,-5,1528,1556,-28,UA,1227,N73270,EWR,PHX,290,2133,12,17,2013-02-07T17:00:00Z
2013,2,7,1214,1220,-6,1516,1532,-16,B6,209,N520JB,JFK,LGB,342,2465,12,20,2013-02-07T17:00:00Z
2013,2,7,1215,1218,-3,1411,1415,-4,EV,4641,N11184,EWR,CLT,96,529,12,18,2013-02-07T17:00:00Z
2013,2,7,1216,1220,-4,1335,1342,-7,B6,66,N249JB,JFK,BUF,60,301,12,20,2013-02-07T17:00:00Z
2013,2,7,1218,1221,-3,1405,1418,-13,EV,4640,N14105,EWR,DAY,84,533,12,21,2013-02-07T17:00:00Z
2013,2,7,1221,1221,0,1542,1555,-13,UA,345,N801UA,EWR,SFO,359,2565,12,21,2013-02-07T17:00:00Z
2013,2,7,1227,1230,-3,1357,1405,-8,WN,283,N391SW,LGA,MKE,123,738,12,30,2013-02-07T17:00:00Z
2013,2,7,1227,1235,-8,1410,1415,-5,MQ,4404,N853MQ,JFK,RDU,82,427,12,35,2013-02-07T17:00:00Z
2013,2,7,1229,1042,107,1347,1206,101,EV,4694,N11565,EWR,MKE,121,725,10,42,2013-02-07T15:00:00Z
2013,2,7,1229,1235,-6,1540,1606,-26,DL,2174,N396DA,JFK,SLC,289,1990,12,35,2013-02-07T17:00:00Z
2013,2,7,1234,1240,-6,1522,1540,-18,AA,1853,N475AA,EWR,DFW,204,1372,12,40,2013-02-07T17:00:00Z
2013,2,7,1234,1240,-6,1427,1445,-18,DL,1131,N349NB,LGA,DTW,85,502,12,40,2013-02-07T17:00:00Z
2013,2,7,1234,1235,-1,1526,1535,-9,UA,1000,N73278,EWR,MIA,153,1085,12,35,2013-02-07T17:00:00Z
2013,2,7,1240,1245,-5,1334,1350,-16,AA,1850,N3GHAA,JFK,BOS,34,187,12,45,2013-02-07T17:00:00Z
2013,2,7,1241,1245,-4,1549,1550,-1,AA,745,N3CUAA,LGA,DFW,224,1389,12,45,2013-02-07T17:00:00Z
2013,2,7,1243,1250,-7,1334,1354,-20,B6,1006,N306JB,JFK,BOS,37,187,12,50,2013-02-07T17:00:00Z
2013,2,7,1244,1250,-6,1436,1449,-13,EV,4893,N730EV,EWR,DTW,86,488,12,50,2013-02-07T17:00:00Z
2013,2,7,1244,1251,-7,1537,1602,-25,UA,428,N448UA,LGA,IAH,214,1416,12,51,2013-02-07T17:00:00Z
2013,2,7,1245,1245,0,1553,1600,-7,AA,2253,N3AEAA,LGA,MIA,154,1096,12,45,2013-02-07T17:00:00Z
2013,2,7,1248,1250,-2,1543,1550,-7,DL,1685,N330NW,LGA,MCO,147,950,12,50,2013-02-07T17:00:00Z
2013,2,7,1250,1255,-5,1549,1605,-16,UA,1612,N27722,EWR,DFW,217,1372,12,55,2013-02-07T17:00:00Z
2013,2,7,1250,1253,-3,1535,1555,-20,UA,1641,N76265,EWR,MCO,143,937,12,53,2013-02-07T17:00:00Z
2013,2,7,1251,1300,-9,1350,1407,-17,US,2175,N742PS,LGA,DCA,43,214,13,0,2013-02-07T18:00:00Z
2013,2,7,1252,1300,-8,1443,1450,-7,MQ,4426,N730MQ,LGA,CMH,87,479,13,0,2013-02-07T18:00:00Z
2013,2,7,1253,1308,-15,1546,1542,4,FL,348,N988AT,LGA,ATL,136,762,13,8,2013-02-07T18:00:00Z
2013,2,7,1253,1300,-7,1351,1406,-15,US,2128,N955UW,LGA,BOS,37,184,13,0,2013-02-07T18:00:00Z
2013,2,7,1254,1300,-6,1445,1506,-21,9E,3762,N839AY,EWR,CVG,95,569,13,0,2013-02-07T18:00:00Z
2013,2,7,1254,1240,14,1547,1555,-8,AA,2041,N5CBAA,JFK,MIA,154,1089,12,40,2013-02-07T17:00:00Z
2013,2,7,1255,1300,-5,1400,1406,-6,9E,3638,N8775A,JFK,PHL,38,94,13,0,2013-02-07T18:00:00Z
2013,2,7,1255,1259,-4,1516,1456,20,US,1459,N176UW,LGA,CLT,105,544,12,59,2013-02-07T17:00:00Z
2013,2,7,1256,1300,-4,1545,1529,16,EV,4950,N750EV,EWR,ATL,129,746,13,0,2013-02-07T18:00:00Z
2013,2,7,1256,1300,-4,1600,1610,-10,WN,2239,N757LV,EWR,HOU,217,1411,13,0,2013-02-07T18:00:00Z
2013,2,7,1257,1250,7,1520,1520,0,WN,390,N252WN,LGA,DEN,238,1620,12,50,2013-02-07T17:00:00Z
2013,2,7,1303,1259,4,1417,1420,-3,EV,4158,N16911,EWR,RIC,55,277,12,59,2013-02-07T17:00:00Z
2013,2,7,1303,1300,3,1555,1537,18,DL,781,N387DA,LGA,ATL,132,762,13,0,2013-02-07T18:00:00Z
2013,2,7,1305,1305,0,1414,1425,-11,B6,32,N284JB,JFK,ROC,53,264,13,5,2013-02-07T18:00:00Z
2013,2,7,1306,1216,50,1612,1445,87,EV,3826,N12567,EWR,ATL,139,746,12,16,2013-02-07T17:00:00Z
2013,2,7,1306,1259,7,1405,1408,-3,UA,595,N820UA,EWR,BOS,36,200,12,59,2013-02-07T17:00:00Z
2013,2,7,1306,1307,-1,1530,1534,-4,UA,45,N34131,EWR,MSY,184,1167,13,7,2013-02-07T18:00:00Z
2013,2,7,1308,1259,9,1548,1555,-7,B6,991,N187JB,JFK,PBI,146,1028,12,59,2013-02-07T17:00:00Z
2013,2,7,1309,1300,9,1608,1605,3,B6,85,N504JB,JFK,FLL,154,1069,13,0,2013-02-07T18:00:00Z
2013,2,7,1309,1315,-6,1503,1520,-17,MQ,4564,N719MQ,LGA,DTW,84,502,13,15,2013-02-07T18:00:00Z
2013,2,7,1310,1315,-5,1525,1504,21,US,1453,N167US,EWR,CLT,101,529,13,15,2013-02-07T18:00:00Z
2013,2,7,1311,1320,-9,1504,1508,-4,EV,4628,N12167,EWR,STL,139,872,13,20,2013-02-07T18:00:00Z
2013,2,7,1313,1315,-2,1359,1411,-12,EV,4368,N22971,EWR,BDL,22,116,13,15,2013-02-07T18:00:00Z
2013,2,7,1313,1325,-12,1457,1505,-8,MQ,4475,N739MQ,LGA,RDU,77,431,13,25,2013-02-07T18:00:00Z
2013,2,7,1314,1320,-6,1612,1619,-7,B6,505,N589JB,EWR,FLL,151,1065,13,20,2013-02-07T18:00:00Z
2013,2,7,1317,1259,18,1448,1402,46,EV,4129,N14998,EWR,DCA,58,199,12,59,2013-02-07T17:00:00Z
2013,2,7,1318,1320,-2,1443,1436,7,EV,4231,N10575,EWR,IAD,53,212,13,20,2013-02-07T18:00:00Z
2013,2,7,1319,1325,-6,1744,1809,-25,B6,705,N559JB,JFK,SJU,186,1598,13,25,2013-02-07T18:00:00Z
2013,2,7,1321,1329,-8,1431,1431,0,EV,4280,N14180,EWR,BWI,39,169,13,29,2013-02-07T18:00:00Z
2013,2,7,1323,1329,-6,1527,1526,1,EV,3840,N12957,EWR,MEM,153,946,13,29,2013-02-07T18:00:00Z
2013,2,7,1323,1330,-7,1626,1616,10,B6,525,N198JB,EWR,MCO,146,937,13,30,2013-02-07T18:00:00Z
2013,2,7,1323,1320,3,1644,1650,-6,VX,411,N623VA,JFK,LAX,350,2475,13,20,2013-02-07T18:00:00Z
2013,2,7,1325,1330,-5,1618,1640,-22,AA,753,N3GSAA,LGA,DFW,210,1389,13,30,2013-02-07T18:00:00Z
2013,2,7,1326,1155,91,1425,1304,81,9E,3483,N920XJ,JFK,BOS,37,187,11,55,2013-02-07T16:00:00Z
2013,2,7,1326,1330,-4,1611,1605,6,DL,2043,N37700,JFK,ATL,135,760,13,30,2013-02-07T18:00:00Z
2013,2,7,1327,1315,12,1448,1431,17,EV,4120,N13968,EWR,BUF,51,282,13,15,2013-02-07T18:00:00Z
2013,2,7,1328,1330,-2,1707,1705,2,WN,1078,N477WN,EWR,PHX,310,2133,13,30,2013-02-07T18:00:00Z
2013,2,7,1329,1329,0,1636,1626,10,UA,424,N541UA,EWR,PBI,155,1023,13,29,2013-02-07T18:00:00Z
2013,2,7,1330,1322,8,1622,1623,-1,B6,431,N505JB,LGA,SRQ,158,1047,13,22,2013-02-07T18:00:00Z
2013,2,7,1333,1329,4,1635,1647,-12,UA,1164,N77296,EWR,FLL,157,1065,13,29,2013-02-07T18:00:00Z
2013,2,7,1335,1345,-10,1630,1705,-35,AA,1073,N3HEAA,LGA,MIA,152,1096,13,45,2013-02-07T18:00:00Z
2013,2,7,1338,1335,3,1625,1632,-7,B6,1161,N760JB,LGA,PBI,148,1035,13,35,2013-02-07T18:00:00Z
2013,2,7,1340,1345,-5,1647,1647,0,UA,385,N495UA,EWR,IAH,228,1400,13,45,2013-02-07T18:00:00Z
2013,2,7,1340,1341,-1,1941,1935,6,UA,15,N76064,EWR,HNL,633,4963,13,41,2013-02-07T18:00:00Z
2013,2,7,1341,1345,-4,1443,1457,-14,B6,602,N279JB,JFK,PWM,45,273,13,45,2013-02-07T18:00:00Z
2013,2,7,1341,1259,42,1515,1436,39,UA,1249,N12116,EWR,ORD,117,719,12,59,2013-02-07T17:00:00Z
2013,2,7,1342,1345,-3,1658,1705,-7,AA,117,N329AA,JFK,LAX,348,2475,13,45,2013-02-07T18:00:00Z
2013,2,7,1342,1350,-8,1551,1545,6,MQ,4577,N0EGMQ,LGA,CLT,105,544,13,50,2013-02-07T18:00:00Z
2013,2,7,1346,1350,-4,1623,1623,0,B6,615,N206JB,JFK,JAX,131,828,13,50,2013-02-07T18:00:00Z
2013,2,7,1350,1350,0,1536,1518,18,EV,4171,N14570,EWR,MSN,136,799,13,50,2013-02-07T18:00:00Z
2013,2,7,1350,1359,-9,1504,1517,-13,EV,5712,N835AS,JFK,IAD,50,228,13,59,2013-02-07T18:00:00Z
2013,2,7,1350,1300,50,1526,1440,46,AA,329,N477AA,LGA,ORD,122,733,13,0,2013-02-07T18:00:00Z
2013,2,7,1350,1355,-5,1648,1708,-20,DL,2079,N312US,LGA,FLL,157,1076,13,55,2013-02-07T18:00:00Z
2013,2,7,1353,1400,-7,1452,1503,-11,US,2130,N949UW,LGA,BOS,34,184,14,0,2013-02-07T19:00:00Z
2013,2,7,1354,1400,-6,1509,1509,0,US,2177,N768US,LGA,DCA,50,214,14,0,2013-02-07T19:00:00Z
2013,2,7,1357,1320,37,1648,1633,15,UA,1110,N67134,EWR,LAX,327,2454,13,20,2013-02-07T18:00:00Z
2013,2,7,1358,1400,-2,1641,1636,5,DL,2247,N695DL,LGA,ATL,127,762,14,0,2013-02-07T19:00:00Z
2013,2,7,1358,1355,3,1532,1530,2,WN,348,N729SW,LGA,MDW,123,725,13,55,2013-02-07T18:00:00Z
2013,2,7,1400,1357,3,1513,1507,6,EV,4434,N13995,EWR,MHT,40,209,13,57,2013-02-07T18:00:00Z
2013,2,7,1406,1350,16,1640,1628,12,DL,1705,N344NB,LGA,MSY,185,1183,13,50,2013-02-07T18:00:00Z
2013,2,7,1406,1410,-4,1541,1555,-14,MQ,4491,N737MQ,LGA,CLE,71,419,14,10,2013-02-07T19:00:00Z
2013,2,7,1411,1357,14,1625,1556,29,EV,4370,N17138,EWR,CHS,108,628,13,57,2013-02-07T18:00:00Z
2013,2,7,1411,1345,26,1715,1655,20,B6,83,N637JB,JFK,SEA,342,2422,13,45,2013-02-07T18:00:00Z
2013,2,7,1412,1415,-3,1641,1638,3,DL,935,N343NB,EWR,ATL,131,746,14,15,2013-02-07T19:00:00Z
2013,2,7,1413,1416,-3,1656,1650,6,FL,349,N991AT,LGA,ATL,138,762,14,16,2013-02-07T19:00:00Z
2013,2,7,1413,1405,8,1707,1704,3,B6,63,N649JB,JFK,TPA,153,1005,14,5,2013-02-07T19:00:00Z
2013,2,7,1414,1420,-6,1615,1620,-5,MQ,4588,N506MQ,LGA,MSP,160,1020,14,20,2013-02-07T19:00:00Z
2013,2,7,1429,1435,-6,1714,1742,-28,DL,1902,N361NB,LGA,PBI,145,1035,14,35,2013-02-07T19:00:00Z
2013,2,7,1429,1435,-6,1655,1701,-6,DL,1344,N321NB,LGA,MCI,171,1107,14,35,2013-02-07T19:00:00Z
2013,2,7,1430,1415,15,1628,1622,6,EV,4687,N13997,EWR,CVG,103,569,14,15,2013-02-07T19:00:00Z
2013,2,7,1434,1430,4,1732,1735,-3,AA,883,N4YNAA,EWR,DFW,209,1372,14,30,2013-02-07T19:00:00Z
2013,2,7,1434,1435,-1,1735,1747,-12,B6,347,N292JB,JFK,SRQ,160,1041,14,35,2013-02-07T19:00:00Z
2013,2,7,1434,1415,19,1727,1723,4,B6,377,N593JB,LGA,FLL,156,1076,14,15,2013-02-07T19:00:00Z
2013,2,7,1434,1430,4,1806,1815,-9,DL,2126,N703TW,JFK,SFO,367,2586,14,30,2013-02-07T19:00:00Z
2013,2,7,1434,1418,16,1610,1553,17,UA,1734,N23707,EWR,ORD,131,719,14,18,2013-02-07T19:00:00Z
2013,2,7,1435,1440,-5,1600,1614,-14,UA,1493,N37267,EWR,CLE,65,404,14,40,2013-02-07T19:00:00Z
2013,2,7,1440,1446,-6,1728,1757,-29,UA,337,N445UA,LGA,IAH,210,1416,14,46,2013-02-07T19:00:00Z
2013,2,7,1440,1440,0,1735,1746,-11,UA,1579,N38268,EWR,MIA,157,1085,14,40,2013-02-07T19:00:00Z
2013,2,7,1440,1420,20,1724,1713,11,UA,1618,N26123,EWR,TPA,145,997,14,20,2013-02-07T19:00:00Z
2013,2,7,1440,1439,1,1740,1751,-11,UA,1175,N14214,EWR,RSW,154,1068,14,39,2013-02-07T19:00:00Z
2013,2,7,1440,1350,50,1747,1715,32,US,186,N604AW,EWR,PHX,291,2133,13,50,2013-02-07T18:00:00Z
2013,2,7,1441,1345,56,1729,1640,49,B6,1783,N804JB,JFK,MCO,140,944,13,45,2013-02-07T18:00:00Z
2013,2,7,1441,1429,12,1642,1642,0,DL,1819,N904DL,LGA,MSP,157,1020,14,29,2013-02-07T19:00:00Z
2013,2,7,1441,1444,-3,1749,1802,-13,UA,750,N443UA,EWR,AUS,226,1504,14,44,2013-02-07T19:00:00Z
2013,2,7,1442,1447,-5,1644,1654,-10,EV,4572,N12540,EWR,GSP,108,594,14,47,2013-02-07T19:00:00Z
2013,2,7,1442,1445,-3,1648,1647,1,US,1753,N565UW,LGA,CLT,97,544,14,45,2013-02-07T19:00:00Z
2013,2,7,1443,1359,44,1547,1509,38,EV,4523,N12195,EWR,BTV,43,266,13,59,2013-02-07T18:00:00Z
2013,2,7,1444,1445,-1,1728,1744,-16,B6,153,N531JB,JFK,MCO,141,944,14,45,2013-02-07T19:00:00Z
2013,2,7,1445,1445,0,1700,1705,-5,UA,407,N570UA,EWR,DEN,227,1605,14,45,2013-02-07T19:00:00Z
2013,2,7,1446,1445,1,1544,1606,-22,9E,3452,N918XJ,JFK,BOS,33,187,14,45,2013-02-07T19:00:00Z
2013,2,7,1446,1450,-4,1632,1645,-13,MQ,4172,N657MQ,JFK,CLE,79,425,14,50,2013-02-07T19:00:00Z
2013,2,7,1446,1450,-4,1636,1640,-4,MQ,4403,N824MQ,JFK,RDU,81,427,14,50,2013-02-07T19:00:00Z
2013,2,7,1447,1442,5,1707,1658,9,EV,4181,N13202,EWR,MCI,175,1092,14,42,2013-02-07T19:00:00Z
2013,2,7,1448,1450,-2,1652,1645,7,EV,4381,N22909,EWR,DTW,98,488,14,50,2013-02-07T19:00:00Z
2013,2,7,1448,1435,13,1607,1559,8,YV,3750,N511MJ,LGA,IAD,52,229,14,35,2013-02-07T19:00:00Z
2013,2,7,1449,1450,-1,1747,1755,-8,AA,1813,N5EXAA,JFK,MCO,140,944,14,50,2013-02-07T19:00:00Z
2013,2,7,1451,1444,7,1809,1744,25,B6,141,N612JB,JFK,PBI,146,1028,14,44,2013-02-07T19:00:00Z
2013,2,7,1451,1445,6,1726,1710,16,MQ,4669,N525MQ,LGA,ATL,127,762,14,45,2013-02-07T19:00:00Z
2013,2,7,1451,1500,-9,1708,1653,15,US,720,N536UW,EWR,CLT,101,529,15,0,2013-02-07T20:00:00Z
2013,2,7,1452,1500,-8,1605,1619,-14,US,2179,N737US,LGA,DCA,51,214,15,0,2013-02-07T20:00:00Z
2013,2,7,1453,1505,-12,1801,1820,-19,AA,759,N3CKAA,LGA,DFW,217,1389,15,5,2013-02-07T20:00:00Z
2013,2,7,1453,1459,-6,1610,1630,-20,B6,8,N558JB,JFK,BUF,53,301,14,59,2013-02-07T19:00:00Z
2013,2,7,1454,1455,-1,1631,1637,-6,9E,3318,N904XJ,JFK,BUF,58,301,14,55,2013-02-07T19:00:00Z
2013,2,7,1454,1459,-5,1612,1624,-12,B6,12,N229JB,JFK,SYR,50,209,14,59,2013-02-07T19:00:00Z
2013,2,7,1454,1500,-6,1706,1655,11,MQ,4429,N711MQ,LGA,CMH,92,479,15,0,2013-02-07T20:00:00Z
2013,2,7,1455,1457,-2,1814,1823,-9,UA,1698,N12216,EWR,SFO,357,2565,14,57,2013-02-07T19:00:00Z
2013,2,7,1456,1436,20,1610,1543,27,EV,4372,N18556,EWR,DCA,48,199,14,36,2013-02-07T19:00:00Z
2013,2,7,1457,1500,-3,1814,1825,-11,AA,1925,N3BKAA,LGA,MIA,157,1096,15,0,2013-02-07T20:00:00Z
2013,2,7,1458,1505,-7,1558,1637,-39,9E,3393,N933XJ,JFK,DCA,47,213,15,5,2013-02-07T20:00:00Z
2013,2,7,1458,1415,43,1558,1525,33,B6,1010,N339JB,JFK,BOS,32,187,14,15,2013-02-07T19:00:00Z
2013,2,7,1458,1459,-1,1724,1736,-12,B6,119,N618JB,JFK,MSY,182,1182,14,59,2013-02-07T19:00:00Z
2013,2,7,1500,1455,5,1823,1825,-2,AA,1769,N5ETAA,JFK,MIA,157,1089,14,55,2013-02-07T19:00:00Z
2013,2,7,1500,1500,0,1653,1639,14,UA,685,N507UA,LGA,ORD,126,733,15,0,2013-02-07T20:00:00Z
2013,2,7,1501,1500,1,1743,1742,1,DL,2347,N675DL,LGA,ATL,125,762,15,0,2013-02-07T20:00:00Z
2013,2,7,1503,1506,-3,1650,1641,9,UA,1702,N33264,EWR,ORD,120,719,15,6,2013-02-07T20:00:00Z
2013,2,7,1504,1505,-1,1728,1734,-6,UA,745,N584UA,LGA,DEN,228,1620,15,5,2013-02-07T20:00:00Z
2013,2,7,1505,1510,-5,1717,1745,-28,MQ,4309,N638MQ,JFK,IND,112,665,15,10,2013-02-07T20:00:00Z
2013,2,7,1505,1510,-5,1735,1710,25,MQ,4579,N505MQ,LGA,CLT,99,544,15,10,2013-02-07T20:00:00Z
2013,2,7,1505,1510,-5,1753,1801,-8,UA,315,N547UA,EWR,MCO,141,937,15,10,2013-02-07T20:00:00Z
2013,2,7,1506,1459,7,1757,1756,1,B6,393,N569JB,LGA,MCO,142,950,14,59,2013-02-07T19:00:00Z
2013,2,7,1506,1420,46,1700,1550,70,MQ,3728,N531MQ,EWR,ORD,117,719,14,20,2013-02-07T19:00:00Z
2013,2,7,1506,1440,26,1602,1549,13,UA,717,N827UA,EWR,BOS,33,200,14,40,2013-02-07T19:00:00Z
2013,2,7,1507,1510,-3,1704,1650,14,WN,323,N262WN,LGA,MKE,123,738,15,10,2013-02-07T20:00:00Z
2013,2,7,1509,1502,7,1613,1615,-2,EV,4571,N17560,EWR,PWM,46,284,15,2,2013-02-07T20:00:00Z
2013,2,7,1510,1504,6,1702,1640,22,EV,4125,N14959,EWR,RDU,79,416,15,4,2013-02-07T20:00:00Z
2013,2,7,1510,1510,0,1714,1655,19,MQ,4447,N736MQ,LGA,RDU,85,431,15,10,2013-02-07T20:00:00Z
2013,2,7,1511,1445,26,1658,1634,24,EV,4596,N14558,EWR,STL,149,872,14,45,2013-02-07T19:00:00Z
2013,2,7,1512,1507,5,1717,1704,13,EV,4326,N26549,EWR,CLT,97,529,15,7,2013-02-07T20:00:00Z
2013,2,7,1512,1517,-5,1814,1815,-1,B6,537,N639JB,EWR,TPA,153,997,15,17,2013-02-07T20:00:00Z
2013,2,7,1512,1515,-3,1703,1700,3,MQ,4333,N687MQ,JFK,PIT,69,340,15,15,2013-02-07T20:00:00Z
2013,2,7,1513,1500,13,1914,1837,37,DL,963,N718TW,JFK,LAX,345,2475,15,0,2013-02-07T20:00:00Z
2013,2,7,1514,1520,-6,1842,1842,0,DL,2115,N345NW,LGA,MIA,160,1096,15,20,2013-02-07T20:00:00Z
2013,2,7,1514,1506,8,1836,1819,17,UA,1600,N33103,EWR,LAX,340,2454,15,6,2013-02-07T20:00:00Z
2013,2,7,1514,1515,-1,1741,1805,-24,UA,53,N66051,EWR,IAH,188,1400,15,15,2013-02-07T20:00:00Z
2013,2,7,1515,1455,20,1737,1645,52,AA,337,N577AA,LGA,ORD,148,733,14,55,2013-02-07T19:00:00Z
2013,2,7,1518,1520,-2,1641,1654,-13,9E,4105,N8884E,JFK,IAD,46,228,15,20,2013-02-07T20:00:00Z
2013,2,7,1523,1509,14,1759,1741,18,EV,3817,N16571,EWR,JAX,131,820,15,9,2013-02-07T20:00:00Z
2013,2,7,1523,1530,-7,1822,1805,17,MQ,4525,N713MQ,LGA,XNA,194,1147,15,30,2013-02-07T20:00:00Z
2013,2,7,1524,1540,-16,1651,1716,-25,9E,4178,N8977A,JFK,ROC,51,264,15,40,2013-02-07T20:00:00Z
2013,2,7,1524,1530,-6,1730,1725,5,AA,2223,N556AA,LGA,STL,134,888,15,30,2013-02-07T20:00:00Z
2013,2,7,1524,1429,55,1854,1754,60,UA,257,N512UA,JFK,SFO,359,2586,14,29,2013-02-07T19:00:00Z
2013,2,7,1525,1525,0,1652,1655,-3,MQ,3823,N3AEMQ,JFK,DCA,53,213,15,25,2013-02-07T20:00:00Z
2013,2,7,1527,1527,0,1659,1700,-1,EV,3835,N11107,EWR,BNA,122,748,15,27,2013-02-07T20:00:00Z
2013,2,7,1530,1530,0,1712,1725,-13,MQ,4146,N644MQ,JFK,CMH,80,483,15,30,2013-02-07T20:00:00Z
2013,2,7,1531,1530,1,1828,1855,-27,AA,1039,N3DGAA,JFK,FLL,152,1069,15,30,2013-02-07T20:00:00Z
2013,2,7,1531,1529,2,1833,1837,-4,UA,1624,N33286,EWR,FLL,161,1065,15,29,2013-02-07T20:00:00Z
2013,2,7,1532,1535,-3,1910,1850,20,AA,763,N3FLAA,LGA,DFW,220,1389,15,35,2013-02-07T20:00:00Z
